latitude,longitude,AGB
-9.660073884,-68.14714233,133.3321069
-10.44478873,-68.91745454,156.2189748
-9.851576055,-68.22099107,241.09103
-9.844713236,-69.01662721,348.9509396
-10.18078164,-68.54431895,107.2774032
-10.40532647,-68.60744012,141.3210341
-10.64052597,-68.68486064,196.8900489
-9.641310525,-68.07401736,170.1296011
-10.14151058,-68.93012293,198.6355373
-10.7593283,-68.91892792,58.12221145
-10.32639388,-69.1612086,395.2735481
-10.03338429,-68.99771131,177.1007719
-10.60843158,-69.53131608,206.627491
-10.40269868,-69.16483705,137.566542
-9.909672987,-68.50943685,14.17957308
-10.66670073,-69.31783538,215.1215111
-10.19246978,-69.32296744,168.122101
-9.602633285,-69.32045635,311.5239005
-10.47882145,-69.51311889,194.3183822
-10.57212159,-69.5581637,198.0150539
-10.25127554,-68.58924034,235.4284419
-10.06621038,-68.17996881,215.3578229
-10.54692702,-68.98582667,220.0517203
-10.1999281,-69.54538444,118.0047238
-9.71870415,-69.58005211,108.0718397
-10.47993908,-69.36431899,181.2694717
-9.927337575,-69.43121442,215.1945466
-10.13020298,-68.42576709,190.699729
-10.29638562,-69.05148596,115.8062244
-9.565351346,-69.10088745,192.7768402
-9.976174038,-68.39361206,214.6461139
-9.924649786,-69.11866179,338.901623
-10.48680898,-69.19198842,202.6744893
-10.51743847,-69.56522203,201.0744597
-10.18161432,-68.5449331,126.9396607
-9.949620593,-69.12303693,227.332742
-10.15335847,-68.4884798,180.8268843
-9.703295474,-69.59585528,152.7431818
-10.05042002,-68.42689781,194.4854382
-9.904769937,-69.35660059,250.4748944
-10.29999002,-68.60355623,279.9487742
-9.77729021,-68.24744472,10.32765476
-10.0882795,-69.24634266,184.1628343
-10.0806059,-68.64174053,201.0873572
-9.794617573,-69.00917209,135.811748
-10.43764156,-69.49870032,210.6875682
-10.19370241,-68.7321644,33.95031713
-10.42846472,-69.53200523,273.0605374
-10.15269064,-68.50924576,228.1599871
-10.07032973,-68.36732473,183.6427256
-10.70636083,-69.37590048,181.819669
-10.28647492,-69.20078699,260.4881157
-10.24807595,-68.60756263,253.7763438
-10.58757465,-68.75634801,84.94230893
-10.05982502,-68.2023474,221.2501471
-10.31516693,-69.18627657,162.1977324
-10.5989729,-69.52835446,241.9614239
-10.10864565,-69.33826485,198.6725747
-9.857070149,-69.10619967,187.5550197
-10.61779424,-69.00994,258.7017781
-10.25236572,-69.59884366,20.81771672
-10.74112019,-68.95126534,392.321856
-10.4168037,-68.65175294,166.1209127
-9.996048585,-69.13495495,196.4116442
-10.4788799,-69.18614163,371.7573572
-9.75152633,-69.21847771,238.9157783
-10.06436376,-68.46508749,15.22423
-10.54258666,-69.33494705,179.4565915
-10.26491774,-68.5776931,247.9617567
-9.611207119,-69.27909149,172.9453903
-9.571532324,-69.33690685,217.0906374
-10.19752726,-68.86294058,226.3611599
-10.1703492,-69.29271683,112.484724
-10.38175623,-69.13573665,212.7655626
-9.96986739,-69.39992117,126.0740196
-10.68981594,-68.71379406,210.0929921
-10.20992628,-68.98775644,194.2290516
-10.58332984,-69.50536059,260.406557
-10.60728846,-69.41134188,222.383321
-10.18544666,-68.67639939,217.1781678
-9.925250532,-69.43274296,258.9695879
-10.75512529,-69.40499215,96.86770149
-9.588117479,-69.3383749,199.8541868
-10.42553156,-69.52425134,362.2287286
-9.907359784,-69.47832065,176.6704673
-10.49195682,-69.50053075,305.7727671
-10.25111412,-69.59792361,261.1638075
-10.43177561,-68.74305179,264.8923772
-9.758157685,-68.97484034,307.0004918
-10.02655907,-69.39203899,170.3720719
-9.632624438,-68.54943571,288.6986652
-10.64351676,-69.02160254,214.5734544
-10.17937783,-68.0965974,176.4896396
-10.17570005,-68.51920298,166.3728083
-9.880143795,-69.47262582,184.3038275
-10.63895899,-68.86120898,199.7339236
-9.727366251,-69.2335135,239.5974501
-10.38120926,-68.84958992,305.1541054
-10.04342568,-68.38297591,16.3657955
-10.32442756,-69.12758938,56.9659775
-9.876908903,-69.33608912,190.4186352
-10.0116959,-69.18998049,111.2712957
-10.0355261,-68.10680431,200.6614795
-9.905669352,-68.30479634,10.3911284
-10.27201431,-69.3675534,140.1489797
-10.14153623,-69.3021281,251.3606407
-10.55828896,-69.52387332,226.9207419
-10.65143287,-69.36708877,210.7946655
-10.16146758,-68.95206522,86.40727709
-9.687677686,-69.25810603,197.9558897
-9.871455284,-68.48796672,87.74134361
-9.977315639,-68.08092777,134.2117121
-10.34776987,-69.43752098,333.821143
-9.992326444,-68.57020731,148.5011562
-10.12504685,-69.27445388,138.9865283
